W/C,W/B,A/C,Cement,Silica fume,Fly ash,Slag,Metakaolin,Filler,Superplasticizer,SAP,SAP size,SAP water uptake,Time,Shrinkage/Swelling
0.38,0.38,3.69,468,0,0,0,0,0,1,0,125,10,28,-363.5
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0,137,20,28,-360.8
0.352,0.3,3.08,496,17.74,0,0,0,0,2.5,0,0,0,28,-350.9
0.3,0.3,3.1,533,0,0,0,0,0,0.3,0,0,0,28,-349.2
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,324,20,28,-343.5
0.3,0.3,2.5,600,0,0,0,0,0,1,0,0,0,28,-341.3
0.45,0.428,4.3,400,0,5,0,0,0,0.7,0,0,0,28,-339.1
0.5,0.3,5.61,300,0,67.3,0,0,0,0.9,0,0,0,28,-335.7
0.386,0.27,3.59,435,0,0,43,0,0,2,0,0,0,28,-329
0.324,0.3,2.86,540,8.15,0,0,0,0,2.2,0,0,0,28,-327.9
0.44,0.176,0.3,714,0,0,100,0,50,0.8,0,0,0,28,-320.3
0.34,0.272,3.73,440,0,25,0,0,0,7.95,0,0,0,28,-320
0.34,0.272,3.73,440,0,25,0,0,0,0,0,0,0,28,-319.4
0.27,0.27,2.53,622,0,0,0,0,0,2,0,0,0,28,-314.2
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.2,200,35,28,-314
0.3,0.3,2.679,583,0,0,0,0,0,1.9,0,0,0,28,-310.1
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.05,137,20,28,-308.7
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,586,20,28,-303.1
0.937,0.47,6,258,0,0,100,0,0,0,0,0,0,28,-302.2
0.25,0.25,0,1544,0,0,0,0,0,0,0.92,200,13,28,-294.4
0.28,0.25,0,1567,11.1,0,0,0,0,0,0.7,200,13,28,-293.3
0.37,0.342,3.72,461,8.1,0,0,0,0,2.58,0,0,0,28,-285.3
0.429,0.3,3.676,408,14.2,28.7,0,0,0,2.1,0,0,0,28,-283
0.27,0.25,3.79,456,7.89,0,0,0,0,7.68,0,0,0,28,-277.5
0.32,0.32,0,1581,0,0,0,0,0,0,0,0,0,28,-277.2
0.352,0.3,3.08,496,0,17.7,0,0,0,1.8,0,0,0,28,-271.3
0.64,0.32,6.22,263,0,0,100,0,0,1.8,0,0,0,28,-268.9
0.352,0.3,3.08,496,5.84,11.69,0,0,0,1.9,0,0,0,28,-261.2
0.28,0.252,2.82,576,11.11,0,0,0,0,2,0,0,0,28,-258.2
0.3,0.3,2.72,583,0,0,0,0,0,1,0,0,0,28,-258.2
0.3,0.3,2.73,583,0,0,0,0,0,1,0,0,0,28,-256.9
0.31,0.31,3.4,500,0,0,0,0,0,0,0,0,0,28,-256.6
0.31,0.31,3.4,500,0,0,0,0,0,7,0,0,0,28,-254.1
0.30044843,0.26,4.02,446,11.2,0,0,0,0,2,0,0,0,28,-253.5
0.3,0.27,3.91,446,11.21,0,0,0,0,0,0,0,0,28,-253.2
0.26,0.234,4.02,446,11.21,0,0,0,0,0,0,0,0,28,-252.2
0.342,0.3,3.91,447,11.2,0,0,0,0,1.64,0,0,0,28,-251.5
0.435,0.297,3.74,415.9,0,0,0,10.5,36.2,1.46,0,0,0,28,-250.3
0.462,0.3,3.85,390,0,53.8,0,0,0,0.9,0,0,0,28,-248.4
0.6,0.529,5.63,300,0,30,0,0,0,0.7,0,0,0,28,-245.3
0.25,0.227,3.22,545,10.09,0,0,0,0,1.98,0,0,0,28,-242.9
0.429,0.3,3.679,408,0,42.9,0,0,0,1.7,0,0,0,28,-236.8
0.34,0.306,3.74,450,0,11.11,0,0,0,0,0,0,0,28,-235.9
0.8,0.4,6,250,0,0,100,0,0,0.5,0,0,0,28,-235.1
0.457,0.32,4.47,368,0,0,42.6,0,0,1.8,0,0,0,28,-230.9
0.32,0.216,4.12,400,0,0,0,0,48,1.19,0,0,0,28,-228.9
0.416,0.25,1.2,585,0,0,66.6,0,0,1.4,0,0,0,28,-228.7
0.4,0.4,3,500,0,0,0,0,0,0.8,0,0,0,28,-223
0.39,0.361,3.74,431,8.1,0,0,0,32.48,2.11,0,0,0,28,-218.3
0.26,0.247,3.83,471,5.31,0,0,0,0,0,0,0,0,28,-215.6
0.25,0.25,1.2,975,0,0,0,0,0,1.4,0,0,0,28,-213.8
0.74,0.37,7.48,227,0,0,100,0,0,1.8,0,0,0,28,-213.3
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,586,20,28,-212.4
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.16,137,20,28,-210.3
0.25,0.227,3.22,545,10.09,0,0,0,0,1.98,0,0,0,28,-210
0.42,0.359,4.13,415,0,17.14,0,0,0,0,0,0,0,28,-207.4
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,324,20,28,-203.5
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,28,-201.8
0.36,0.333,4.32,418,8.1,0,0,0,0,1.51,0,0,0,28,-198.7
0.35,0.315,3.75,446,11.21,0,0,0,0,0,0,0,0,28,-196.9
0.396,0.35,3.75,447,11.2,0,0,0,0,1.5,0,0,0,28,-196
0.324,0.3,3.73,472,5.3,0,0,0,0,1.47,0,0,0,28,-193
0.3,0.285,3.73,471,5.31,0,0,0,0,0,0,0,0,28,-192.3
0.43,0.398,3.83,413,8.1,0,0,0,35.79,2.66,0,0,0,28,-191.3
0.39,0.312,4.17,400,0,25,0,0,0,8.75,0,0,0,28,-190.9
0.39,0.312,4.17,400,0,25,0,0,0,0,0,0,0,28,-190.9
0.39,0.312,4.17,400,0,25,0,0,0,8.75,0,0,0,28,-190
0.35,0.35,3.85,450,0,0,0,0,0,0,0,0,0,28,-189.2
0.528,0.37,5.36,318,0,0,42.8,0,0,1.8,0,0,0,28,-189.1
0.35,0.35,3.85,450,0,0,0,0,0,7.78,0,0,0,28,-187.8
0.3,0.3,2.75,596.3,0,0,0,0,0,0.5,0.2,482,10.99,28,-182.9
0.53,0.53,5.25,350,0,0,0,0,0,0,0,0,0,28,-180.7
0.32,0.296,3.77,453,7.95,0,0,0,0,7.73,0,0,0,28,-178.6
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,28,-175.5
0.38,0.38,3.69,468,0,0,0,0,0,1,0.6,125,10,28,-172.9
0.84,0.42,8.72,200,0,0,100,0,0,1.8,0,0,0,28,-172.7
0.42,0.358,4.85,374,0,17.46,0,0,0,0,0,0,0,28,-172.4
0.42,0.359,4.15,415,0,17.14,0,0,0,0,0,0,0,28,-169.1
0.32,0.32,3.15,525,0,0,0,0,0,1.8,0,0,0,28,-169
0.44,0.308,4.72,350,0,42.86,0,0,0,0,0,0,0,28,-167.7
0.39,0.39,4.06,450,0,0,0,0,0,1.31,0,0,0,28,-166.7
0.3,0.274,3.28,530,9.62,0,0,0,0,1.43,0,0,0,28,-163.6
0.4,0.34,5.04,368,0,17.74,0,0,0,0,0,0,0,28,-163.4
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.26,137,20,28,-162.1
0.3,0.3,2.75,588.6,0,0,0,0,0,0.5,0.4,482,10.99,28,-161.7
0.4,0.4,3.63,450,0,0,0,0,0,0.1,0,0,0,28,-161
0.41,0.348,4.39,403,0,17.65,0,0,0,0,0,0,0,28,-156
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,28,-151.8
0.26,0.26,3.7,496,0,0,0,0,0,1.81,0,0,0,28,-151
0.26,0.26,3.7,496,0,0,0,0,0,0,0,0,0,28,-150.2
0.44,0.352,4.73,360,0,25,0,0,0,0,0,0,0,28,-149.5
0.376,0.35,3.58,473,5.3,0,0,0,0,1.34,0,0,0,28,-149
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,586,20,28,-148.5
0.35,0.332,3.58,471,5.31,0,0,0,0,0,0,0,0,28,-148.2
0.44,0.352,4.73,360,0,25,0,0,0,9.72,0,0,0,28,-148
0.65,0.65,7.96,250,0,0,0,0,0,0.25,0,0,0,28,-146.2
0.44,0.44,3.7,450,0,0,0,0,0,3,0,0,0,28,-143.1
0.6,0.42,6.24,280,0,0,42.9,0,0,1.8,0,0,0,28,-138.5
0.3,0.3,3.6,497,0,0,0,0,0,0,0,0,0,28,-137.6
0.3,0.274,3.28,530,9.62,0,0,0,0,1.43,0,0,0,28,-136.1
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,28,-134
0.3,0.3,3.6,497,0,0,0,0,0,1.45,0,0,0,28,-134
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,28,-133.6
0.615,0.4,4.615,325,0,53.8,0,0,0,0.7,0,0,0,28,-133.6
0.34,0.34,3.77,453,0,0,0,0,0,7.73,0,0,0,28,-131.8
0.38,0.352,3.77,453,7.95,0,0,0,0,7.73,0,0,0,28,-131.6
0.39,0.351,4.11,450,11.11,0,0,0,0,2.6,0,0,0,28,-130
0.39,0.351,4.14,424,11.08,0,0,0,0,2,0,0,0,28,-129.4
0.37,0.348,3.94,470,6.38,0,0,0,0,2.08,0,0,0,28,-129.1
0.38,0.38,3.75,455,0,0,0,0,0,7.69,0,0,0,28,-124.7
0.31,0.282,3.56,495,10.1,0,0,0,0,0.93,0,0,0,28,-122
0.37,0.37,3.77,454,0,0,0,0,0,1.8,0,0,0,28,-119
0.31,0.282,3.56,495,10.1,0,0,0,0,0.93,0,0,0,28,-116.5
0.41,0.352,4.35,425,16.47,0,0,0,0,3.14,0,0,0,28,-115.8
0.36,0.328,3.82,445,9.89,0,0,0,0,0.85,0,0,0,28,-113.9
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,28,-109.5
0.36,0.328,3.82,445,9.89,0,0,0,0,0.85,0,0,0,28,-106.7
0.5,0.45,5.36,340,11.18,0,0,0,0,1.56,0,0,0,28,-103.9
0.35,0.35,3.7,500,0,0,0,0,0,1.63,0,0,0,28,-103.6
0.4,0.4,3.92,438,0,0,0,0,0,0.6,0,0,0,28,-101.2
0.4,0.4,3.92,438,0,0,0,0,0,0.6,0,0,0,28,-99.3
0.43,0.43,4.33,383,0,0,0,0,42.5,3.58,0,0,0,28,-97.7
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,28,-97.6
0.42,0.42,4.3875,400,0,0,0,0,0,1.8,0,0,0,28,-97
0.3,0.3,2.75,591.7,0,0,0,0,0,0.5,0.4,166,8.75,28,-88.5
0.37,0.353,4,430,4.88,0,0,0,0,0.6,0,0,0,28,-82.8
0.56,0.56,4.57,350,0,0,0,0,0,1.43,0,0,0,28,-80.1
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,28,-78.7
0.5,0.5,5.09,350,0,0,0,0,0,0.3,0,0,0,28,-78.4
0.5,0.5,5.09,350,0,0,0,0,0,0.3,0,0,0,28,-77
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,28,-76.3
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,28,-75.9
0.5,0.35,7.09,266,0,42.85,0,0,0,0.6,0,0,0,28,-74.8
0.3,0.3,2.75,586.2,0,0,0,0,0,0.5,0.4,535,12.7,28,-70.9
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,28,-69
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,28,-68.6
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,28,-66.2
0.3,0.3,2.75,588.6,0,0,0,0,0,0.5,0.6,482,10.99,28,-63.6
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,28,-62.5
0.6,0.6,6.43,292,0,0,0,0,0,0.3,0,0,0,28,-59.4
0.643,0.45,9,217,0,42.85,0,0,0,0.65,0,0,0,28,-57.9
0.65,0.43,5.86,283,0,0,0,0,67.8,1.23,0,0,0,28,-57.8
0.6,0.6,6.43,292,0,0,0,0,0,0.1,0,0,0,28,-57.6
0.44,0.44,4.84,375,0,0,0,0,0,0,0,0,0,28,-56.7
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,28,-56.4
0.74,0.4,10.48,183.6,0,0,0,57.4,27.8,0.1,0,0,0,28,-54.6
0.4,0.4,5.26,360,0,0,0,0,0,0.6,0,0,0,28,-50.6
0.5,0.5,4.66,370,0,0,0,0,0,0,0,0,0,28,-50.3
0.5,0.5,4.66,370,0,0,0,0,0,9.46,0,0,0,28,-48.9
0.58,0.58,7.15,275,0,0,0,0,0,0,0,0,0,28,-42.3
0.35,0.35,3.5,498,0,0,0,0,0,0,0,0,0,28,-40
0.35,0.35,3.5,498,0,0,0,0,0,0.82,0,0,0,28,-40
0.926,0.5,11.56,167.4,0,0,0,57.4,27.8,1,0,0,0,28,-38.8
0.63,0.504,5.74,296,0,25,0,0,0,0,0,0,0,28,-35.1
0.63,0.504,5.74,296,0,25,0,0,0,11.82,0,0,0,28,-33.9
0.69,0.69,7.04,275,0,0,0,0,0,0,0,0,0,28,-32.9
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,28,-31.6
0.5,0.5,6.24,310,0,0,0,0,0,0.02,0,0,0,28,-30.3
0.3,0.3,2.75,597.3,0,0,0,0,0,0.5,0.4,645,4.82,28,-29.9
0.42,0.42,4.32,418,0,0,0,0,0,0,0,0,0,28,-16.9
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,28,-7.2
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,28,-5.6
0.86,0.86,4.75,457,0,0,0,0,0,0,0,0,0,28,-4.1
0.59,0.59,5.67,320,0,0,0,0,0,0,0,0,0,28,-0.3
0.285,0.26,3.83,471,5.3,0,0,0,0,1.78,0,0,0,28,0
0.75,0.75,4.75,425,0,0,0,0,0,0,0,0,0,28,0.9
0.45,0.45,4.53,357,0,0,0,0,55.71,0,0,0,0,28,1.2
0.55,0.55,4.75,323,0,0,0,0,0,0,0,0,0,28,6.2
0.58,0.58,4.75,337,0,0,0,0,0,0,0,0,0,28,8.7
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,130,20,28,11.8
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,28,15
0.8,0.8,4.75,405,0,0,0,0,0,0,0,0,0,28,17.6
0.4,0.4,4.75,267,0,0,0,0,0,0,0,0,0,28,19.1
0.59,0.59,5.67,320,0,0,0,0,0,0,0,0,0,28,25.8
0.45,0.45,4.75,291,0,0,0,0,0,0,0,0,0,28,27.1
0.63,0.63,4.75,387,0,0,0,0,0,0,0,0,0,28,27.1
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,28,29
0.5,0.5,4.75,311,0,0,0,0,0,0,0,0,0,28,30.1
0.55,0.55,4.75,360,0,0,0,0,0,0,0,0,0,28,31.8
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,28,35
0.76,0.76,4.75,383,0,0,0,0,0,0,0,0,0,28,35.1
0.8,0.8,4.75,389,0,0,0,0,0,0,0,0,0,28,36.9
0.48,0.48,4.75,292,0,0,0,0,0,0,0,0,0,28,39.9
0.54,0.54,4.75,326,0,0,0,0,0,0,0,0,0,28,48.6
0.67,0.67,4.75,366,0,0,0,0,0,0,0,0,0,28,54.3
0.62,0.62,4.75,344,0,0,0,0,0,0,0,0,0,28,61.5
0.67,0.67,4.75,351,0,0,0,0,0,0,0,0,0,28,62
0.56,0.56,4.75,317,0,0,0,0,0,0,0,0,0,28,63.3
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,28,70
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,130,20,28,173.8
0.25,0.25,0,1762,0,0,0,0,0,0,0.7,200,13,28,233.6
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.3,200,35,28,828.1
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.4,200,35,28,1048.3
