W/C,W/B,A/C,Cement,Silica fume,Fly ash,Slag,Metakaolin,Filler,Superplasticizer,SAP,SAP size,SAP water uptake,Time,Shrinkage/Swelling
0.308,0.213,3.14,497,10,0,0,0,34,2.07,0,0,0,2,-59.8
0.355,0.32,0,1423,0,0,0,0,11.1,0,0,0,0,2,-58.8
0.38,0.352,3.77,453,7.95,0,0,0,0,7.73,0,0,0,2,-58.4
0.26,0.26,3.7,496,0,0,0,0,0,0,0,0,0,2,-57
0.37,0.353,4,430,4.88,0,0,0,0,0.6,0,0,0,2,-56.3
0.571,0.4,2.2,642,0,42.85,0,0,0,0.39,0,0,0,2,-55.6
0.32,0.296,3.77,453,7.95,0,0,0,0,7.73,0,0,0,2,-55
0.43,0.398,3.83,413,8.1,0,0,0,35.79,2.66,0,0,0,2,-54.7
0.4,0.4,3.92,438,0,0,0,0,0,0.6,0,0,0,2,-52.5
0.35,0.332,3.58,471,5.31,0,0,0,0,0,0,0,0,2,-52.3
0.615,0.4,4.615,325,0,53.8,0,0,0,0.7,0,0,0,2,-51.2
0.35,0.315,3.75,446,11.21,0,0,0,0,0,0,0,0,2,-51
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.1,200,35,2,-50.7
0.4,0.4,3.92,438,0,0,0,0,0,0.6,0,0,0,2,-50.6
0.25,0.227,3.22,545,10.09,0,0,0,0,1.98,0,0,0,2,-50.1
0.64,0.32,0,790.5,0,0,60,0,40,0,0,0,0,2,-49.9
0.3,0.3,0,1619,0,0,0,0,0,0.42,0.57,40,21,2,-49.7
0.36,0.328,3.82,445,9.89,0,0,0,0,0.85,0,0,0,2,-47
0.376,0.35,3.58,473,5.3,0,0,0,0,1.34,0,0,0,2,-47
0.26,0.26,3.7,496,0,0,0,0,0,1.81,0,0,0,2,-45.8
0.3,0.3,3.6,497,0,0,0,0,0,0,0,0,0,2,-45.7
0.3,0.274,3.28,530,9.62,0,0,0,0,1.43,0,0,0,2,-45.4
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,2,-45.3
0.45,0.428,4.3,400,0,5,0,0,0,0.7,0,0,0,2,-44.4
0.457,0.32,0,1106,0,0,28.6,0,14.3,0,0,0,0,2,-41.7
0.33,0.33,3.39,506,0,0,0,0,0,1.5,0,0,0,2,-41.6
0.3,0.3,3.6,497,0,0,0,0,0,1.45,0,0,0,2,-41.6
0.396,0.35,3.75,447,11.2,0,0,0,0,1.5,0,0,0,2,-41.6
0.4,0.4,3,500,0,0,0,0,0,0.8,0,0,0,2,-41.5
0.25,0.25,2.82,582,0,0,0,0,0,1.4,0.35,200,13,2,-40.1
0.4,0.32,0,1264,0,0,0,0,25,0,0,0,0,2,-39.8
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.05,137,20,2,-39.7
0.32,0.38,3.2,541,0,0,0,0,0,0.8,0.47,175,13,2,-39.6
0.5,0.5,5.09,350,0,0,0,0,0,0.3,0,0,0,2,-39.1
0.5,0.5,5.09,350,0,0,0,0,0,0.3,0,0,0,2,-38.9
0.33,0.33,3.45,512,0,0,0,0,0,0.65,0.35,225,13,2,-37.9
0.31,0.282,3.56,495,10.1,0,0,0,0,0.93,0,0,0,2,-37.7
0.3,0.274,3.28,530,9.62,0,0,0,0,1.43,0,0,0,2,-37.6
0.33,0.33,3.39,506,0,0,0,0,0,1.5,0,0,0,2,-37.6
0.64,0.32,0,790.5,0,0,80,0,20,0,0,0,0,2,-37.4
0.6,0.529,5.63,300,0,30,0,0,0,0.7,0,0,0,2,-37
0.457,0.32,4.47,368,0,0,42.6,0,0,1.8,0,0,0,2,-36.2
0.43,0.43,4.33,383,0,0,0,0,42.5,3.58,0,0,0,2,-36.2
0.37,0.336,3.37,444,10,0,0,0,0,2,0,0,0,2,-34.7
0.74,0.37,7.48,227,0,0,100,0,0,1.8,0,0,0,2,-34.3
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,2,-32.3
0.37,0.348,3.94,470,6.38,0,0,0,0,2.08,0,0,0,2,-31.8
0.44,0.176,0.3,714,0,0,100,0,50,0.8,0,0,0,2,-30.6
0.6,0.6,6.43,292,0,0,0,0,0,0.3,0,0,0,2,-29.6
0.53,0.53,5.25,350,0,0,0,0,0,0,0,0,0,2,-29.2
0.86,0.86,4.75,457,0,0,0,0,0,0,0,0,0,2,-28.9
0.6,0.6,6.43,292,0,0,0,0,0,0.1,0,0,0,2,-28.4
0.32,0.32,3.15,525,0,0,0,0,0,1.8,0,0,0,2,-26.6
0.305,0.28,3.19,530,0,0,0,8.86,0,1.57,0,0,0,2,-26.5
0.65,0.43,5.86,283,0,0,0,0,67.8,1.23,0,0,0,2,-26.4
0.528,0.37,5.36,318,0,0,42.8,0,0,1.8,0,0,0,2,-25.3
0.36,0.328,3.82,445,9.89,0,0,0,0,0.85,0,0,0,2,-25.2
0.35,0.35,3.13,547,0,0,0,0,0,1.07,0,0,0,2,-25
0.33,0.33,3.45,512,0,0,0,0,0,0.65,0.49,225,13,2,-24.8
0.41,0.348,4.39,403,0,17.65,0,0,0,0,0,0,0,2,-24.5
0.386,0.35,3.5,492,0,0,0,11.2,0,1.44,0,0,0,2,-23
0.42,0.358,4.85,374,0,17.46,0,0,0,0,0,0,0,2,-22.6
0.41,0.352,4.35,425,16.47,0,0,0,0,3.14,0,0,0,2,-22
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,69,12.5,2,-21.4
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,2,-20.5
0.35,0.35,3.5,498,0,0,0,0,0,0,0,0,0,2,-20.4
0.4,0.34,5.04,368,0,17.74,0,0,0,0,0,0,0,2,-20.2
0.58,0.58,7.15,275,0,0,0,0,0,0,0,0,0,2,-19.8
0.44,0.44,3.7,450,0,0,0,0,0,3,0,0,0,2,-19.6
0.39,0.39,4.06,450,0,0,0,0,0,1.31,0,0,0,2,-19.6
0.84,0.42,8.72,200,0,0,100,0,0,1.8,0,0,0,2,-19.2
0.42,0.359,4.13,415,0,17.14,0,0,0,0,0,0,0,2,-19.1
0.42,0.359,4.15,415,0,17.14,0,0,0,0,0,0,0,2,-18.9
0.35,0.35,3.5,498,0,0,0,0,0,0.82,0,0,0,2,-18.6
0.8,0.4,6,250,0,0,100,0,0,0.5,0,0,0,2,-17
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,2,-15.9
0.58,0.58,4.75,337,0,0,0,0,0,0,0,0,0,2,-14
0.33,0.33,3.39,506,0,0,0,0,0,0,0,0,0,2,-13.9
0.5,0.35,7.09,266,0,42.85,0,0,0,0.6,0,0,0,2,-12.7
0.5,0.5,4.66,370,0,0,0,0,0,0,0,0,0,2,-12.1
0.39,0.361,3.74,431,8.1,0,0,0,32.48,2.11,0,0,0,2,-12
1.6,0.32,0,316.2,0,0,350,0,50,0,0,0,0,2,-11.1
0.3,0.3,2.75,596.3,0,0,0,0,0,0.5,0.2,482,10.99,2,-10.9
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,2,-10.7
0.74,0.4,10.48,183.6,0,0,0,57.4,27.8,0.1,0,0,0,2,-10.1
0.56,0.56,4.57,350,0,0,0,0,0,1.43,0,0,0,2,-9.3
0.47,0.47,3,520,0,0,0,0,0,0,0,0,0,2,-9.2
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,2,-8.5
0.36,0.333,4.32,418,8.1,0,0,0,0,1.51,0,0,0,2,-8.1
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,2,-7.9
0.31,0.282,3.56,495,10.1,0,0,0,0,0.93,0,0,0,2,-7.1
0.5,0.5,4.66,370,0,0,0,0,0,9.46,0,0,0,2,-7
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,2,-6.3
0.4,0.4,5.26,360,0,0,0,0,0,0.6,0,0,0,2,-6.1
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,2,-5.7
0.63,0.504,5.74,296,0,25,0,0,0,11.82,0,0,0,2,-4.7
0.926,0.5,11.56,167.4,0,0,0,57.4,27.8,1,0,0,0,2,-4.4
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,2,-4.4
0.35,0.35,3.7,500,0,0,0,0,0,1.63,0,0,0,2,-4.2
0.937,0.47,6,258,0,0,100,0,0,0,0,0,0,2,-4.2
0.44,0.44,4.84,375,0,0,0,0,0,0,0,0,0,2,-4
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,2,-3.6
0.55,0.55,4.75,323,0,0,0,0,0,0,0,0,0,2,-3.2
0.63,0.504,5.74,296,0,25,0,0,0,0,0,0,0,2,-3.1
0.69,0.69,7.04,275,0,0,0,0,0,0,0,0,0,2,-2.6
0.37,0.37,3.77,454,0,0,0,0,0,1.8,0,0,0,2,-2
0.38,0.38,3.69,468,0,0,0,0,0,1,0.6,125,10,2,-1.7
0.643,0.45,9,217,0,42.85,0,0,0,0.65,0,0,0,2,-1.5
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,2,-1
0.3,0.3,2.75,588.6,0,0,0,0,0,0.5,0.4,482,10.99,2,-0.8
0.42,0.42,4.3875,400,0,0,0,0,0,1.8,0,0,0,2,-0.6
0.5,0.5,4,376,0,0,0,0,0,0,0,0,0,2,-0.3
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,2,-0.3
0.59,0.59,5.67,320,0,0,0,0,0,0,0,0,0,2,-0.2
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,2,-0.2
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,2,-0.2
0.285,0.26,3.83,471,5.3,0,0,0,0,1.78,0,0,0,2,0
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,2,0.1
0.5,0.5,6.24,310,0,0,0,0,0,0.02,0,0,0,2,0.9
0.45,0.45,4.75,291,0,0,0,0,0,0,0,0,0,2,0.9
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,2,1.5
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,2,1.6
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,2,2.3
0.6,0.42,6.24,280,0,0,42.9,0,0,1.8,0,0,0,2,3.5
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,2,3.8
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,2,4.3
0.39,0.351,4.11,450,11.11,0,0,0,0,2.6,0,0,0,2,5.1
0.55,0.55,4.75,360,0,0,0,0,0,0,0,0,0,2,5.5
0.75,0.75,4.75,425,0,0,0,0,0,0,0,0,0,2,5.8
0.3,0.3,2.75,586.2,0,0,0,0,0,0.5,0.4,535,12.7,2,6.2
0.8,0.8,4.75,405,0,0,0,0,0,0,0,0,0,2,7.3
0.33,0.33,3.39,506,0,0,0,0,0,0,0,0,0,2,8.6
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.16,137,20,2,9.8
0.54,0.54,4.75,326,0,0,0,0,0,0,0,0,0,2,10.1
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,2,10.9
0.59,0.59,5.67,320,0,0,0,0,0,0,0,0,0,2,12.1
0.8,0.8,4.75,389,0,0,0,0,0,0,0,0,0,2,12.1
0.32,0.32,0,1581,0,0,0,0,0,0,0,0,0,2,12.4
0.67,0.67,4.75,351,0,0,0,0,0,0,0,0,0,2,12.5
0.63,0.63,4.75,387,0,0,0,0,0,0,0,0,0,2,12.9
0.5,0.5,4.75,311,0,0,0,0,0,0,0,0,0,2,13
0.56,0.56,4.75,317,0,0,0,0,0,0,0,0,0,2,15.3
0.48,0.48,4.75,292,0,0,0,0,0,0,0,0,0,2,16.3
0.64,0.32,0,790.5,0,0,100,0,0,0,0,0,0,2,18.5
0.671,0.47,4.29,362,0,0,42.85,0,0,0,0,0,0,2,19.4
0.456,0.32,0,1107,0,0,42.8,0,0,0,0,0,0,2,19.9
0.3,0.3,2.75,588.6,0,0,0,0,0,0.5,0.6,482,10.99,2,21.1
0.42,0.42,4.32,418,0,0,0,0,0,0,0,0,0,2,22.9
0.25,0.25,2.82,582,0,0,0,0,0,2,0.7,200,13,2,23.1
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.4,62.8,35,2,25.1
0.45,0.45,4.53,357,0,0,0,0,55.71,0,0,0,0,2,25.7
0.545,0.3,0,898,0,0,54.5,0,27.3,0.25,0,0,0,2,26.3
0.76,0.76,4.75,383,0,0,0,0,0,0,0,0,0,2,29
0.35,0.3,0,1360,0,17.6,0,0,0,0.42,0.22,100,61,2,30.2
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,586,20,2,30.8
0.62,0.62,4.75,344,0,0,0,0,0,0,0,0,0,2,33.4
0.3,0.3,2.75,591.7,0,0,0,0,0,0.5,0.4,166,8.75,2,34
0.35,0.3,0,1370,0,0,17.6,0,0,0.42,0.22,100,61,2,34.1
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,586,20,2,34.9
0.4,0.4,4.75,267,0,0,0,0,0,0,0,0,0,2,38.7
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,2,38.8
0.3,0.3,2.75,597.3,0,0,0,0,0,0.5,0.4,645,4.82,2,39.5
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.26,137,20,2,41.6
0.522,0.47,3.33,467,0,0,11.1,0,0,0,0,0,0,2,43.9
0.37,0.336,3.39,444,10,0,0,0,0,2,0,0,0,2,44.9
0.67,0.67,4.75,366,0,0,0,0,0,0,0,0,0,2,48
0.37,0.336,2.55,444,10,0,0,0,0,1.8,0,0,0,2,49.7
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,324,20,2,61
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,82.5,12.5,2,80.6
0.4,0.4,3.63,450,0,0,0,0,0,0.1,0,0,0,2,88.4
0.4,0.4,0,450,0,0,0,0,0,0,0,0,0,2,93.7
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,130,20,2,101.6
0.37,0.336,2.6,444,10,0,0,0,0,2.2,0,0,0,2,106
0.4,0.4,3.63,450,0,0,0,0,0,0.1,0,0,0,2,112.1
0.25,0.25,0,1762,0,0,0,0,0,0,0.7,200,13,2,117.6
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,107.5,12.5,2,128.6
0.6,0.3,0,798,0,0,100,0,0,0.42,0.22,100,61,2,149
0.43,0.3,0,1124,0,0,42.8,0,0,0.42,0.22,100,61,2,194.5
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,130,20,2,197.9
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,205,12.5,2,286.7
0.3,0.3,0,1619,0,0,0,0,0,0.42,0.2,100,27,2,364.8
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,142,12.5,2,446.8
0.3,0.25,0,1440,20,0,0,0,0,1,0.6,107.5,12.5,2,543.4
0.3,0.25,0,1440,20,0,0,0,0,1,0.6,142,12.5,2,670.5
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.3,200,20,2,688.5
0.3,0.25,0,1440,20,0,0,0,0,1,0.6,205,12.5,2,791.2
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.6,200,20,2,865.9
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.2,200,35,2,983.4
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.4,200,35,2,1029.2
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.3,200,35,2,1166.7
0.17,0.168,1.47,864,1.16,0,0,0,0,0.16,0,0,0,7,-3818.9
0.3,0.25,0,1440,20,0,0,0,0,0.8,0,200,20,7,-3081.2
0.3,0.25,0,1440,20,0,0,0,0,0.8,0,200,35,7,-2958.8
0.25,0.25,0,1762,0,0,0,0,0,0,0,200,13,7,-2780.7
0.3,0.25,0,1440,20,0,0,0,0,0,0,107.5,12.5,7,-2489.5
0.28,0.25,0,1567,11.1,0,0,0,0,0,0,200,13,7,-2474.8
0.34,0.28,0,1367,20,0,0,0,0,0,0,107.5,12.5,7,-2358.3
0.253,0.16,1.35,720,19.4,38.9,0,0,0,3.47,0,0,0,7,-2089.7
0.38,0.31,0,1300,20,0,0,0,0,0,0,107.5,12.5,7,-2085
0.23,0.23,0,670,0,0,0,0,0,0.049,0,0,0,7,-1929.8
0.23,0.227,0,670,1.49,0,0,0,0,0.05,0,0,0,7,-1650.2
0.24,0.2,0,1030,19.7,0,0,0,23.8,1.44,0,40,21,7,-1484.3
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-1469.3
0.455,0.16,2.425,400,35,70,0,0,80,6.25,0,0,0,7,-1382.9
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-1359.4
0.19,0.171,1.47,864,10.88,0,0,0,0,2.5,0,0,0,7,-1276.6
0.24,0.2,0,1030,19.7,0,0,0,23.8,1.44,0.257,40,21,7,-1210.9
0.24,0.182,1.472,750,15.3,16.6,0,0,0,3.33,0,0,0,7,-1177.8
0.3,0.3,0,1632,0,0,0,0,0,0.25,0,0,0,7,-1165.6
0.3,0.3,0,1620,0,0,0,0,0,0.42,0,100,61,7,-1108.3
0.25,0.25,0,1544,0,0,0,0,0,0,0,200,13,7,-1088.1
0.316,0.3,0,1526,0,0,0,5.26,0,0,0,0,0,7,-1085.7
0.19,0.171,1.47,864,10.88,0,0,0,0,2.5,0,0,0,7,-1083.4
0.266,0.182,1.32,750,26.7,0,0,0,20,4.4,0,0,0,7,-1066
0.353,0.3,0,1387,0,0,11.76,0,5.88,0.25,0,0,0,7,-1060.7
0.33,0.18,2,578,45.5,36.3,0,0,0,2.5,0,120,6,7,-1044
0.353,0.3,0,1365,0,0,0,17.6,0,0,0,0,0,7,-967
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-953.4
0.35,0.3,0,1370,0,0,17.6,0,0,0.42,0,100,61,7,-952
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-945.9
0.429,0.3,0,1142,0,0,28.5,0,14.3,0.25,0,0,0,7,-943.3
0.333,0.3,0,1445,0,0,0,11.1,0,0,0,0,0,7,-943.3
0.3,0.3,0,1606,0,0,0,0,0,0,0,0,0,7,-931.5
0.3,0.3,0,1619,0,0,0,0,0,0.42,0,40,21,7,-925.8
0.28,0.25,0,1567,11.1,0,0,0,0,0,0.35,200,13,7,-924.7
0.333,0.182,1.65,600,33.3,0,0,0,50,5.5,0,0,0,7,-909
0.25,0.25,0,1762,0,0,0,0,0,0,0.35,200,13,7,-869.6
0.235,0.2,1.766,770,17.53,0,0,0,0,3,0,0,0,7,-845.3
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-837.1
0.35,0.3,0,1360,0,17.6,0,0,0,0.42,0,100,61,7,-818.6
0.375,0.3,0,1285,0,0,0,25,0,0,0,0,0,7,-814.7
0.226,0.183,2.15,620,18.4,26.6,0,0,0,5.8,0,0,0,7,-813.2
0.4,0.182,1.98,500,40,0,0,0,80,6.6,0,0,0,7,-767.5
0.24,0.2,0,1030,19.7,0,0,0,23.8,1.44,0.38,40,21,7,-765.6
0.5,0.5,0,1215,0,0,0,0,0,0,0,0,0,7,-764
0.26,0.224,1.2,800,16.2,0,0,0,26.88,3,0,0,0,7,-755.5
0.526,0.5,0,1154,0,0,0,5.26,0,0,0,0,0,7,-743.4
0.22,0.22,2.03,750,0,0,0,0,0,1.4,0,0,0,7,-737.5
0.43,0.3,0,1124,0,0,42.8,0,0,0.42,0,100,61,7,-733.1
0.23,0.192,1.24,800,20,0,0,0,26.25,3,0,0,0,7,-698.1
0.366,0.3,3.9,431,0,22.5,0,0,0,0.9,0,0,0,7,-697.1
0.3,0.3,0,1619,0,0,0,0,0,0.3,0,0,0,7,-690.4
0.37,0.3,3.93,429,0,23.7,0,0,0,0.8,0,0,0,7,-684.6
0.25,0.25,0,1544,0,0,0,0,0,0,0.46,200,13,7,-683
0.23,0.219,1.38,800,5,0,0,0,30.63,3,0,0,0,7,-673.6
0.23,0.209,1.34,800,10,0,0,0,28.75,3,0,0,0,7,-660.5
0.5,0.182,2.475,400,50,0,0,0,125,8.25,0,0,0,7,-655.6
0.457,0.32,0,1106,0,0,14.3,0,28.6,0,0,0,0,7,-654.8
0.4,0.22,2,556,45.5,36.3,0,0,0,2.5,0,120,6,7,-653.7
0.23,0.198,1.27,800,16.2,0,0,0,27.5,3,0,0,0,7,-643.2
0.3,0.258,1.11,800,16.2,0,0,0,25,3,0,0,0,7,-635.6
0.3,0.3,3.06,550,0,0,0,0,0,0.9,0,0,0,7,-625.3
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,54,12.5,7,-625.1
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,69,12.5,7,-611.6
0.25,0.19,1.96,696,30,0,0,0,0,3,0.6,120,20,7,-596.8
0.33,0.18,2,578,45.5,36.3,0,0,0,2.5,0.6,120,6,7,-589.1
0.555,0.5,0,1093,0,0,0,11.1,0,0,0,0,0,7,-584.9
0.43,0.3,0,1105,0,42.8,0,0,0,0.42,0,100,61,7,-576.8
0.26,0.224,1.58,700,16.2,0,0,0,34.86,3,0,0,0,7,-575.5
0.3,0.258,1.98,600,16.2,0,0,0,44.67,3,0,0,0,7,-574.1
0.6,0.3,0,798,0,0,100,0,0,0.42,0,100,61,7,-568.1
0.23,0.209,1.34,800,10,0,0,0,28.75,3,0,0,0,7,-563.3
0.23,0.198,1.27,800,16.2,0,0,0,27.5,3,0,0,0,7,-537.1
0.23,0.192,1.24,800,20,0,0,0,26.25,3,0,0,0,7,-534.3
0.18,0.18,1,1143,0,0,0,0,0,3.7,0,0,0,7,-522.3
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,82.5,12.5,7,-514.4
0.4,0.2,4.28,350,0,0,100,0,0,1.5,0,0,0,7,-512.9
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.2,471,15,7,-504.1
0.26,0.224,1.2,800,16.2,0,0,0,26.88,3,0,0,0,7,-499.1
0.513,0.3,5.69,296,0,71.6,0,0,0,0.78,0,0,0,7,-494.6
0.24,0.216,1.99,715,11.19,0,0,0,0,1.8,0,0,0,7,-492.7
0.33,0.297,3.82,450,11,0,0,0,0,0,0,0,0,7,-485.8
0.26,0.224,1.58,700,16.2,0,0,0,34.86,3,0,0,0,7,-485.5
0.24,0.2,0,1030,19.7,0,0,0,23.8,1.44,0.57,40,21,7,-468.1
0.3,0.3,3.04,485,0,0,0,0,0,0,0,0,0,7,-463.3
0.588,0.5,0,1032,0,0,0,17.6,0,0,0,0,0,7,-463.3
0.3,0.3,3.04,485,0,0,0,0,0,0,0,0,0,7,-463.1
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.1,200,35,7,-461.5
0.3,0.3,3.04,485,0,0,0,0,0,0,0,0,0,7,-460.3
0.4,0.32,0,1264,0,0,0,0,25,0,0,0,0,7,-460
0.23,0.219,1.38,800,5,0,0,0,30.63,3,0,0,0,7,-453.1
1.6,0.32,0,316.2,0,0,400,0,0,0,0,0,0,7,-452.2
0.545,0.3,0,898,0,0,54.5,0,27.3,0.25,0,0,0,7,-449.6
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,107.5,12.5,7,-434.9
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0,100,20,7,-431.9
0.3,0.258,1.11,800,16.2,0,0,0,25,3,0,0,0,7,-431.1
1.6,0.32,0,316.2,0,0,300,0,100,0,0,0,0,7,-427.2
0.38,0.38,3.9,380,0,0,0,0,0,0,0,0,0,7,-420.7
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0,324,20,7,-418.4
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.2,95,15,7,-417.7
0.25,0.192,1.96,696,0,0,0,0,0,3,0,0,0,7,-413.7
0.3,0.258,1.98,600,16.2,0,0,0,44.67,3,0,0,0,7,-410.1
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.13,62.8,35,7,-404.5
0.457,0.32,0,1106,0,0,28.6,0,14.3,0,0,0,0,7,-399.4
0.355,0.32,0,1423,0,0,0,0,11.1,0,0,0,0,7,-391.9
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0.2,100,20,7,-389.1
0.27,0.27,3.05,550,0,0,0,0,0,6.36,0,0,0,7,-387.6
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.4,471,15,7,-385.9
0.416,0.25,1.2,585,25,0,41.6,0,0,1.4,0,0,0,7,-385.1
0.27,0.27,3.05,550,0,0,0,0,0,6.36,0,0,0,7,-383.8
0.27,0.27,3.05,550,0,0,0,0,0,0,0,0,0,7,-383.5
0.3,0.3,3.1,533,0,0,0,0,0,0.3,0,0,0,7,-380.7
0.64,0.32,0,790.5,0,0,60,0,40,0,0,0,0,7,-374.6
0.64,0.32,0,790.5,0,0,100,0,0,0,0,0,0,7,-373.8
0.3,0.27,3.36,495,0,11.11,0,0,0,0,0,0,0,7,-355.1
0.3,0.27,3.36,495,0,11.11,0,0,0,7.07,0,0,0,7,-354.3
0.38,0.304,3.95,377,25,0,0,0,0,0,0,0,0,7,-352.6
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-348.5
0.25,0.25,0,1544,0,0,0,0,0,0,0.92,200,13,7,-347.7
0.2,0.2,2.14,700,0,0,0,0,0,2,0,0,0,7,-345.1
0.354,0.354,3.98,438,0,0,0,0,0,1,0,0,0,7,-344.6
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0.6,100,20,7,-343.2
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0,586,20,7,-340.5
0.625,0.47,4,387,0,0,0,0,33.3,0,0,0,0,7,-336.8
0.22,0.157,0,1446,0,0,0,0,40,1.2,0,0,0,7,-335.4
0.55,0.47,3.52,440,0,0,0,0,17.64,0,0,0,0,7,-332.8
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0.4,100,20,7,-316.5
0.6,0.3,0,776,0,100,0,0,0,0.42,0,100,61,7,-311
0.456,0.32,0,1107,0,0,42.8,0,0,0,0,0,0,7,-310.4
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.4,95,15,7,-309.4
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-307.8
0.54,0.27,5,311,0,0,100,0,0,2,0,0,0,7,-304.2
0.22,0.22,0.4,1446,0,0,0,0,0,1,0,0,0,7,-301.8
0.6,0.3,5,300,0,0,100,0,0,0.75,0,0,0,7,-300.3
0.5,0.3,5.61,300,0,67.3,0,0,0,0.9,0,0,0,7,-298.1
0.34,0.272,3.73,440,0,25,0,0,0,7.95,0,0,0,7,-294
0.34,0.272,3.73,440,0,25,0,0,0,7.95,0,0,0,7,-293.9
0.307,0.2,3.29,455,0,53.8,0,0,0,1.7,0,0,0,7,-292.6
0.34,0.272,3.73,440,0,25,0,0,0,0,0,0,0,7,-292.3
0.64,0.32,0,790.5,0,0,80,0,20,0,0,0,0,7,-289
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.6,471,15,7,-276.2
0.34,0.34,4,450,0,0,0,0,0,0,0,0,0,7,-270.3
0.3,0.3,2.5,600,0,0,0,0,0,1,0,0,0,7,-268.1
0.63,0.504,6.42,288,0,25,0,0,0,0,0,0,0,7,-267.8
0.305,0.28,3.19,531,9.2,0,0,0,0,1.88,0,0,0,7,-266.2
0.36,0.36,3.5,500,0,0,0,0,0,0.7,0,0,0,7,-263.1
0.625,0.5,0,972,0,0,0,25,0,0,0,0,0,7,-259.3
0.352,0.3,3.08,496,17.74,0,0,0,0,2.5,0,0,0,7,-256.4
0.27,0.27,1.53,850,0,0,0,0,0,0,0,0,0,7,-254.1
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-252.4
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,324,20,7,-252
